2019 defa görüntülenmiş... asagısı onun devamı


--->  87.118.116.12 2018-03-28 08:55:25  Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  144.217.245.23 2018-03-28 22:28:54  Beauharnois, Quebec, Canada  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  144.217.245.23 2018-03-28 22:28:56  Beauharnois, Quebec, Canada  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  212.174.88.24 2018-03-29 08:37:19  Turkey  | | Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:59.0) Gecko/20100101 Firefox/59.0 | | direct
--->  212.174.88.24 2018-03-29 08:38:20  Turkey  | | Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:59.0) Gecko/20100101 Firefox/59.0 | | direct
--->  212.174.88.24 2018-03-29 08:38:21  Turkey  | | Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:59.0) Gecko/20100101 Firefox/59.0 | | direct
--->  84.53.65.151 2018-03-29 08:48:32  Lijnden, North Holland, Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  84.53.65.151 2018-03-29 08:48:35  Lijnden, North Holland, Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  149.202.170.60 2018-03-29 18:16:00  France  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  149.202.170.60 2018-03-29 18:16:02  France  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  199.249.223.65 2018-03-29 20:37:16  United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  199.249.223.65 2018-03-29 20:37:19  United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  157.55.39.133 2018-03-30 07:21:41  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  157.55.39.122 2018-03-30 07:21:47  Redmond, Washington, United States  | | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  157.55.39.74 2018-03-30 07:22:04  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  157.55.39.74 2018-03-30 07:22:05  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  157.55.39.122 2018-03-30 15:25:18  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  172.251.39.172 2018-03-31 06:28:54  Simi Valley, California, United States  | | Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | | direct
--->  207.46.13.132 2018-03-31 20:47:05  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  207.46.13.132 2018-03-31 20:49:02  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  51.15.53.83 2018-03-31 22:36:56  Haarlem, North Holland, Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  51.15.53.83 2018-03-31 22:36:58  Haarlem, North Holland, Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  185.107.81.234 2018-04-01 03:29:03  Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  185.107.81.234 2018-04-01 03:29:05  Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  66.249.73.18 2018-04-01 06:04:51  Leander, Texas, United States  | | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  66.249.75.24 2018-04-02 03:12:05  Leander, Texas, United States  | | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  66.249.75.24 2018-04-02 03:12:07  Leander, Texas, United States  | | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  23.129.64.101 2018-04-02 04:44:29  Seattle, Washington, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  23.129.64.101 2018-04-02 04:44:32  Seattle, Washington, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  64.246.161.42 2018-04-02 13:35:16  Cheyenne, Wyoming, United States  | | Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:59.0) Gecko/20100101 Firefox/59.0 | | direct
--->  64.246.161.42 2018-04-02 13:35:17  Cheyenne, Wyoming, United States  | | Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:59.0) Gecko/20100101 Firefox/59.0 | | direct
--->  46.183.218.199 2018-04-02 14:42:36  Latvia  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  46.183.218.199 2018-04-02 14:42:38  Latvia  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  93.179.90.55 2018-04-02 16:39:06  Prague, Hlavn&iacute; Mesto Praha, Czech Republic  | | Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) | | http://tds-advert005.info/?s=$query.orig
--->  185.100.86.167 2018-04-02 19:09:40  Helsinki, Southern Finland, Finland  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  185.100.86.167 2018-04-02 19:09:42  Helsinki, Southern Finland, Finland  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  190.200.106.20 2018-04-02 22:20:04  Agua Caliente, Miranda, Venezuela  | | Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko | | direct
--->  216.74.77.153 2018-04-03 03:59:52  Luxembourg, Luxembourg (general), Luxembourg  | | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 | | direct
--->  23.129.64.104 2018-04-03 08:46:18  Seattle, Washington, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  23.129.64.104 2018-04-03 08:46:20  Seattle, Washington, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  157.55.39.144 2018-04-03 10:28:17  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  207.46.13.161 2018-04-03 10:28:29  Redmond, Washington, United States  | | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  207.46.13.162 2018-04-03 10:28:50  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  207.46.13.162 2018-04-03 10:28:51  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  207.46.13.162 2018-04-03 10:28:51  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  185.93.54.51 2018-04-03 13:22:19  Uşak Province, Turkey  | | Mozilla/5.0 (compatible; vuhuvBot/1.0; +http://vuhuv.com/bot.html) | | direct
--->  185.93.54.51 2018-04-03 13:22:21  Uşak Province, Turkey  | | Mozilla/5.0 (compatible; vuhuvBot/1.0; +http://vuhuv.com/bot.html) | | direct
--->  66.249.75.77 2018-04-03 13:48:05  Leander, Texas, United States  | | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  176.126.252.11 2018-04-03 16:49:22  Romania  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  176.126.252.11 2018-04-03 16:49:24  Romania  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  176.55.35.180 2018-04-03 17:56:11  Istanbul, Istanbul, Turkey  | | Mozilla/5.0 (Linux; Android 6.0.1; D6603 Build/23.5.A.1.291) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36 | | http://burakacma.com/sayac.txt
--->  161.10.34.188 2018-04-03 20:12:24  Colombia  | | Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko | | direct
--->  66.249.75.77 2018-04-03 21:05:21  Leander, Texas, United States  | | Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  18.248.2.85 2018-04-04 02:40:34  United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  18.248.2.85 2018-04-04 02:40:37  United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  176.55.35.180 2018-04-04 04:33:55  Istanbul, Istanbul, Turkey  | | Mozilla/5.0 (Linux; Android 6.0.1; D6603 Build/23.5.A.1.291) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36 | | http://burakacma.com/sayac.txt
--->  37.187.94.86 2018-04-04 05:24:59  France  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  185.220.101.25 2018-04-04 15:20:38  Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  185.220.101.25 2018-04-04 15:20:41  Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  78.109.23.1 2018-04-04 16:46:02  Ukraine  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  78.109.23.1 2018-04-04 16:46:04  Ukraine  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  62.210.37.82 2018-04-04 20:19:38  France  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  207.244.70.35 2018-04-04 22:11:30  Manassas, Virginia, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  190.66.14.194 2018-04-04 22:48:08  Colombia  | | Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko | | direct
--->  187.254.109.50 2018-04-04 23:48:55  Tampico, Veracruz-Llave, Mexico  | | Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko | | direct
--->  207.244.70.35 2018-04-05 01:28:18  Manassas, Virginia, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  207.244.70.35 2018-04-05 01:28:20  Manassas, Virginia, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  178.17.174.227 2018-04-05 03:54:26  Chisinau, Chişinău, Moldova, Republic of  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  137.74.169.241 2018-04-05 06:31:47  France  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  137.74.169.241 2018-04-05 06:31:49  France  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  212.21.66.6 2018-04-05 08:34:44  Wanzleben, Saxony-Anhalt, Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  212.21.66.6 2018-04-05 08:34:47  Wanzleben, Saxony-Anhalt, Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  64.113.32.29 2018-04-05 09:30:31  Saginaw, Michigan, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  64.113.32.29 2018-04-05 09:30:34  Saginaw, Michigan, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  66.155.4.213 2018-04-05 12:30:12  Toronto, Ontario, Canada  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  31.171.155.131 2018-04-05 13:15:06  Albania  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  190.10.8.50 2018-04-05 16:10:00  Costa Rica  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  190.10.8.50 2018-04-05 16:10:03  Costa Rica  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  157.55.39.21 2018-04-05 17:54:33  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  207.46.13.116 2018-04-05 17:54:36  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  66.249.75.79 2018-04-05 21:08:51  Leander, Texas, United States  | | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  66.249.75.81 2018-04-05 21:08:53  Leander, Texas, United States  | | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  193.90.12.118 2018-04-06 00:13:53  Oslo, Oslo, Norway  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  193.90.12.118 2018-04-06 00:13:55  Oslo, Oslo, Norway  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  54.237.236.124 2018-04-06 06:36:59  Ashburn, Virginia, United States  | | Zauba Crawler/1.0 (Zauba Search for Research; http://www.zauba.io/; admin@zauba.io) | | direct
--->  212.47.229.60 2018-04-06 17:00:26  France  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  185.83.215.28 2018-04-06 17:00:29  Victoria, Beau Vallon, Seychelles  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  157.55.39.55 2018-04-06 17:26:44  Redmond, Washington, United States  | | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  157.55.39.56 2018-04-06 17:26:50  Redmond, Washington, United States  | | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | | direct
--->  54.37.16.241 2018-04-06 21:08:57  United Kingdom  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  216.74.103.18 2018-04-06 23:26:54  Vienna, Bundesland Wien, Austria  | | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 | | direct
--->  212.21.66.6 2018-04-06 23:55:57  Wanzleben, Saxony-Anhalt, Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  212.21.66.6 2018-04-06 23:55:59  Wanzleben, Saxony-Anhalt, Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  5.2.75.232 2018-04-07 00:01:49  Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  5.2.75.232 2018-04-07 00:01:51  Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  185.83.215.28 2018-04-07 02:08:08  Victoria, Beau Vallon, Seychelles  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  185.83.215.28 2018-04-07 02:08:11  Victoria, Beau Vallon, Seychelles  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  66.249.64.6 2018-04-07 11:04:37  Mountain View, California, United States  | | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  37.233.103.114 2018-04-07 11:52:57  Warsaw, Masovian Voivodeship, Poland  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  37.233.103.114 2018-04-07 11:53:00  Warsaw, Masovian Voivodeship, Poland  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  54.89.202.88 2018-04-07 15:29:37  Ashburn, Virginia, United States  | | Zauba Crawler/1.0 (Zauba Search for Research; http://www.zauba.io/; admin@zauba.io) | | direct
--->  171.25.193.78 2018-04-07 15:42:11  Sweden  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  171.25.193.78 2018-04-07 15:42:14  Sweden  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  192.160.102.170 2018-04-07 21:46:16  Winnipeg, Manitoba, Canada  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  87.118.122.50 2018-04-08 09:17:43  Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  87.118.122.50 2018-04-08 09:17:46  Germany  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  199.195.250.77 2018-04-08 09:33:38  Buffalo, New York, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  199.195.250.77 2018-04-08 09:33:40  Buffalo, New York, United States  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  66.249.64.8 2018-04-08 13:03:19  Mountain View, California, United States  | | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html) | | direct
--->  192.36.27.6 2018-04-08 17:42:28  Europe  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
--->  192.36.27.6 2018-04-08 17:42:30  Europe  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | http://burakacma.com/
--->  77.247.181.163 2018-04-08 17:57:53  Netherlands  | | Mozilla/5.0 (Windows NT 5.1; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 | | direct
